PuzzleType,TimeToSolve,ExperienceRating
Word,12.31,Fun
Word,10.27,Fun
Word,12.33,Neutral
Word,10.69,Neutral
Word,14.91,Neutral
Word,10.39,Neutral
Word,12.75,Neutral
Word,13.24,Fun
Word,10.48,Fun
Word,13.70,Neutral
Word,10.50,Neutral
Word,13.26,Neutral
Word,14.19,Neutral
Word,10.02,Neutral
Word,14.22,Neutral
Word,11.02,Neutral
Word,12.59,Neutral
Word,12.40,Fun
Word,11.15,Fun
Word,12.54,Neutral
Word,9.54,Fun
Word,11.73,Neutral
Word,13.65,Neutral
Word,7.65,Fun
Word,9.02,Fun
Word,9.68,Fun
Word,8.82,Fun
Word,12.84,Neutral
Word,10.01,Neutral
Word,7.67,Fun
Word,10.72,Neutral
Word,11.22,Fun
Word,13.71,Neutral
Word,9.79,Fun
Word,14.32,Fun
Word,12.80,Neutral
Word,12.72,Fun
Word,10.29,Fun
Word,15.91,Fun
Word,11.67,Fun
Word,8.35,Fun
Word,11.59,Fun
Word,8.13,Fun
Word,11.38,Fun
Word,11.16,Fun
Word,13.36,Fun
Word,14.02,Neutral
Word,10.55,Fun
Word,13.61,Neutral
Word,14.85,Frustrating
Word,10.43,Fun
Word,10.70,Neutral
Word,13.30,Neutral
Word,12.37,Neutral
Word,13.10,Fun
Word,14.81,Neutral
Word,12.77,Neutral
Word,14.10,Neutral
Word,13.25,Neutral
Word,12.87,Neutral
Word,12.77,Fun
Word,14.58,Neutral
Word,10.00,Fun
Word,9.79,Neutral
Word,13.18,Neutral
Word,11.76,Fun
Word,12.15,Fun
Word,13.48,Neutral
Word,13.51,Neutral
Word,11.47,Fun
Word,11.37,Neutral
Word,12.15,Neutral
Word,14.13,Neutral
Word,12.85,Neutral
Word,14.87,Neutral
Word,11.98,Neutral
Word,14.25,Neutral
Word,13.77,Fun
Word,13.22,Fun
Word,12.83,Neutral
Word,11.44,Fun
Word,11.78,Neutral
Word,12.46,Fun
Word,12.10,Fun
Word,13.89,Fun
Word,11.78,Neutral
Word,11.86,Neutral
Word,11.03,Fun
Word,11.72,Neutral
Word,11.86,Neutral
Word,7.37,Fun
Word,9.27,Neutral
Word,11.86,Fun
Word,11.47,Neutral
Word,9.60,Fun
Word,8.02,Neutral
Word,11.29,Fun
Word,13.31,Neutral
Word,15.55,Frustrating
Word,11.92,Fun
Word,14.99,Neutral
Word,12.17,Neutral
Word,12.23,Neutral
Word,12.65,Neutral
Word,10.26,Neutral
Word,11.90,Fun
Word,13.82,Neutral
Word,10.50,Fun
Word,11.36,Fun
Word,9.70,Fun
Word,12.71,Neutral
Word,12.85,Neutral
Word,13.30,Neutral
Word,9.56,Fun
Word,12.21,Fun
Word,10.11,Fun
Word,12.00,Neutral
Word,14.69,Neutral
Word,10.99,Fun
Word,13.43,Fun
Word,10.50,Fun
Word,11.04,Fun
Word,12.88,Neutral
Word,10.64,Neutral
Word,8.59,Fun
Word,14.53,Neutral
Word,12.72,Fun
Word,10.83,Fun
Word,8.01,Fun
Word,15.80,Neutral
Word,18.78,Frustrating
Word,12.41,Neutral
Word,13.70,Neutral
Word,14.45,Frustrating
Word,10.60,Neutral
Word,11.30,Neutral
Word,8.55,Fun
Word,10.53,Neutral
Word,13.24,Neutral
Word,11.42,Neutral
Word,11.57,Fun
Word,11.77,Fun
Word,8.27,Fun
Word,13.68,Neutral
Word,9.11,Fun
Word,11.58,Neutral
Word,11.12,Fun
Word,11.56,Neutral
Word,14.92,Neutral
Word,10.84,Neutral
Word,10.43,Fun
Word,8.96,Fun
Word,10.39,Neutral
Word,9.67,Fun
Word,12.82,Neutral
Word,10.27,Fun
Word,12.61,Neutral
Word,11.71,Fun
Word,9.13,Fun
Word,10.42,Neutral
Word,13.77,Neutral
Word,13.81,Frustrating
Word,16.01,Neutral
Word,11.99,Neutral
Word,9.01,Fun
Word,10.46,Fun
Word,12.82,Neutral
Word,15.80,Frustrating
Word,12.22,Fun
Word,14.28,Neutral
Word,13.54,Neutral
Word,9.66,Neutral
Word,11.66,Fun
Word,14.61,Neutral
Word,13.75,Neutral
Word,12.93,Fun
Word,12.95,Neutral
Word,11.02,Neutral
Word,9.36,Fun
Word,14.59,Neutral
Word,9.16,Fun
Word,10.12,Neutral
Word,13.26,Neutral
Word,9.48,Fun
Word,10.90,Neutral
Word,9.63,Neutral
Word,13.24,Fun
Word,12.89,Neutral
Word,12.84,Fun
Word,12.88,Neutral
Word,13.11,Fun
Word,13.28,Neutral
Word,8.06,Fun
Word,11.70,Neutral
Word,12.22,Neutral
Word,13.45,Neutral
Word,9.63,Neutral
Word,11.00,Neutral
Word,9.85,Fun
Word,14.11,Neutral
Word,14.56,Neutral
Word,13.58,Neutral
Word,9.56,Fun
Word,12.90,Neutral
Word,14.30,Neutral
Word,12.34,Fun
Word,10.87,Fun
Word,9.83,Fun
Word,10.67,Fun
Word,13.43,Neutral
Word,11.14,Neutral
Word,12.46,Neutral
Word,14.59,Neutral
Word,13.16,Neutral
Word,14.73,Neutral
Word,8.60,Fun
Word,11.44,Neutral
Word,12.13,Fun
Word,13.16,Neutral
Word,9.66,Neutral
Word,13.61,Fun
Word,12.61,Neutral
Word,12.53,Neutral
Word,13.02,Neutral
Word,11.77,Neutral
Word,13.85,Neutral
Word,13.30,Neutral
Word,11.70,Neutral
Word,14.08,Neutral
Word,12.59,Neutral
Word,13.34,Neutral
Word,10.81,Neutral
Word,15.16,Frustrating
Word,11.99,Neutral
Word,13.70,Neutral
Word,11.80,Fun
Word,11.44,Neutral
Word,13.57,Fun
Word,8.83,Neutral
Word,12.96,Neutral
Word,12.79,Neutral
Word,6.61,Fun
Word,12.74,Neutral
Word,7.66,Fun
Word,13.32,Neutral
Word,11.09,Fun
Word,10.61,Neutral
Word,11.99,Fun
Word,14.75,Neutral
Word,10.73,Fun
Word,13.12,Fun
Word,12.68,Neutral
Word,9.64,Fun
Word,8.52,Fun
Word,8.01,Fun
Word,13.10,Fun
Word,11.93,Fun
Word,15.70,Frustrating
Word,13.15,Frustrating
Word,13.70,Fun
Word,14.67,Neutral
Word,11.00,Neutral
Word,13.02,Neutral
Word,13.74,Neutral
Word,14.74,Neutral
Word,13.53,Neutral
Word,12.84,Fun
Word,10.26,Fun
Word,13.46,Neutral
Word,13.00,Neutral
Word,13.27,Fun
Word,12.85,Neutral
Word,11.60,Neutral
Word,11.85,Neutral
Word,13.37,Neutral
Word,12.34,Neutral
Word,10.34,Fun
Word,11.42,Neutral
Word,9.36,Fun
Word,10.07,Neutral
Word,11.71,Neutral
Word,8.40,Fun
Word,8.62,Fun
Word,14.21,Neutral
Word,10.85,Fun
Word,8.30,Fun
Word,11.77,Neutral
Word,14.64,Neutral
Word,13.32,Neutral
Word,12.88,Neutral
Word,14.37,Neutral
Word,10.46,Neutral
Word,13.46,Fun
Word,10.83,Neutral
Word,12.00,Neutral
Word,16.43,Frustrating
Word,13.94,Neutral
Word,13.54,Neutral
Word,9.78,Fun
Word,10.43,Fun
Word,16.57,Neutral
Word,9.81,Fun
Word,12.43,Neutral
Word,13.79,Neutral
Word,14.04,Neutral
Word,14.18,Neutral
Word,11.67,Neutral
Word,10.36,Fun
Word,11.39,Fun
Word,10.20,Neutral
Word,13.25,Frustrating
Word,14.24,Neutral
Word,16.25,Frustrating
Word,12.73,Neutral
Word,10.25,Neutral
Word,14.05,Neutral
Word,13.81,Frustrating
Word,11.52,Neutral
Word,8.88,Fun
Word,13.52,Fun
Word,14.26,Frustrating
Word,11.41,Neutral
Word,13.07,Fun
Word,11.45,Neutral
Word,13.36,Neutral
Word,11.77,Neutral
Word,11.31,Frustrating
Word,12.22,Neutral
Word,11.43,Neutral
Word,10.82,Fun
Word,11.37,Neutral
Word,11.98,Fun
Word,12.41,Neutral
Word,15.06,Neutral
Word,9.28,Neutral
Word,11.60,Fun
Word,13.26,Neutral
Word,15.52,Neutral
Word,12.85,Neutral
Word,11.97,Neutral
Word,11.38,Neutral
Word,12.83,Fun
Word,13.98,Neutral
Word,11.63,Fun
Word,12.33,Neutral
Word,12.43,Fun
Word,13.46,Neutral
Word,14.22,Frustrating
Word,12.56,Neutral
Word,11.85,Neutral
Word,14.79,Frustrating
Word,12.33,Neutral
Word,15.16,Frustrating
Word,11.88,Neutral
Word,13.23,Fun
Word,8.91,Neutral
Word,11.78,Neutral
Word,11.96,Neutral
Word,10.48,Neutral
Word,9.93,Fun
Word,13.90,Neutral
Word,13.83,Neutral
Word,9.40,Neutral
Word,12.85,Fun
Word,9.77,Fun
Word,9.90,Neutral
Word,13.05,Neutral
Word,10.63,Fun
Word,13.99,Neutral
Word,12.08,Neutral
Word,13.07,Neutral
Word,10.95,Fun
Word,9.70,Neutral
Word,13.83,Neutral
Word,12.48,Neutral
Word,11.52,Neutral
Word,12.14,Neutral
Word,14.65,Neutral
Word,10.60,Fun
Word,10.50,Neutral
Word,10.76,Fun
Word,8.83,Fun
Word,13.64,Neutral
Word,12.38,Neutral
Word,12.41,Neutral
Word,11.91,Fun
Word,10.98,Neutral
Word,10.35,Fun
Word,13.70,Neutral
Word,9.15,Neutral
Word,12.88,Neutral
Word,10.41,Fun
Word,12.56,Fun
Word,10.52,Neutral
Word,10.95,Fun
Word,15.54,Neutral
Word,13.34,Fun
Word,7.71,Fun
Word,12.25,Fun
Word,11.10,Fun
Word,9.73,Neutral
Word,12.42,Neutral
Word,12.26,Fun
Word,11.34,Fun
Word,15.95,Frustrating
Word,7.50,Fun
Word,13.68,Frustrating
Word,11.42,Fun
Word,13.31,Neutral
Word,11.09,Fun
Word,10.81,Neutral
Word,8.58,Fun
Word,11.58,Neutral
Word,16.96,Frustrating
Word,13.98,Neutral
Word,15.35,Neutral
Word,13.83,Neutral
Word,14.29,Neutral
Word,13.81,Neutral
Word,12.95,Neutral
Word,10.83,Fun
Word,10.93,Neutral
Word,8.80,Neutral
Word,11.99,Neutral
Word,13.80,Fun
Word,14.06,Neutral
Word,12.19,Fun
Word,10.90,Fun
Word,18.58,Frustrating
Word,13.47,Neutral
Word,14.84,Neutral
Word,11.32,Fun
Word,11.92,Neutral
Word,12.90,Neutral
Word,15.35,Neutral
Word,11.38,Fun
Word,13.71,Neutral
Word,7.81,Fun
Word,10.99,Neutral
Word,9.42,Fun
Word,14.23,Neutral
Word,11.67,Fun
Word,11.22,Fun
Word,14.74,Neutral
Word,14.23,Neutral
Word,10.20,Neutral
Word,12.86,Fun
Word,9.54,Fun
Word,11.05,Neutral
Word,15.23,Neutral
Word,14.90,Neutral
Word,14.22,Neutral
Word,10.86,Neutral
Word,8.24,Fun
Word,9.65,Fun
Word,13.91,Frustrating
Word,11.42,Fun
Word,7.67,Fun
Word,11.64,Fun
Word,14.82,Frustrating
Word,13.29,Neutral
Word,10.36,Fun
Word,8.91,Neutral
Word,10.35,Fun
Word,12.07,Neutral
Word,13.78,Neutral
Word,8.12,Fun
Word,14.05,Neutral
Word,12.01,Fun
Word,13.14,Neutral
Word,8.69,Fun
Word,10.67,Neutral
Word,11.10,Fun
Word,14.09,Neutral
Word,14.06,Fun
Word,12.87,Neutral
Word,15.21,Neutral
Word,10.97,Neutral
Word,14.03,Frustrating
Word,11.93,Neutral
Word,10.67,Neutral
Word,13.85,Neutral
Word,14.76,Neutral
Word,13.76,Neutral
Word,10.98,Fun
Word,11.06,Fun
Word,14.76,Frustrating
Word,12.71,Fun
Word,13.66,Neutral
Word,11.32,Fun
Word,14.52,Neutral
Word,10.38,Fun
Word,13.25,Neutral
Word,10.37,Fun
Word,7.07,Fun
Word,9.31,Fun
Word,12.27,Neutral
Word,13.77,Neutral
Word,8.50,Fun
Word,9.50,Fun
Word,15.53,Neutral
Word,11.13,Fun
Word,13.01,Fun
Word,10.95,Neutral
Word,11.40,Fun
Word,12.17,Fun
Word,12.02,Neutral
Word,11.61,Neutral
Word,11.06,Fun
Word,5.90,Fun
Word,15.74,Frustrating
Word,15.58,Neutral
Word,9.80,Neutral
Word,11.66,Fun
Word,14.75,Frustrating
Word,14.00,Neutral
Word,14.55,Fun
Word,9.86,Fun
Word,17.15,Neutral
Word,9.73,Fun
Word,13.51,Neutral
Word,12.28,Neutral
Word,11.19,Neutral
Word,11.24,Fun
Word,10.02,Neutral
Word,15.25,Neutral
Word,12.18,Fun
Word,12.52,Neutral
Word,12.42,Neutral
Word,11.25,Fun
Word,9.73,Neutral
Word,12.51,Neutral
Word,7.81,Neutral
Word,9.16,Fun
Word,9.85,Fun
Word,9.84,Fun
Word,12.21,Neutral
Word,15.20,Frustrating
Word,8.97,Fun
Word,12.87,Frustrating
Word,13.80,Neutral
Word,10.02,Fun
Word,11.89,Neutral
Word,13.65,Neutral
Word,11.49,Neutral
Word,11.56,Neutral
Word,12.62,Neutral
Word,11.88,Neutral
Word,10.89,Fun
Word,11.72,Fun
Word,15.77,Neutral
Word,13.75,Neutral
Word,10.17,Fun
Word,9.51,Neutral
Word,11.28,Neutral
Word,14.66,Neutral
Word,12.59,Frustrating
Word,10.60,Fun
Word,13.76,Neutral
Word,11.73,Fun
Word,9.76,Fun
Word,12.92,Frustrating
Word,15.05,Neutral
Word,12.87,Fun
Word,12.38,Neutral
Word,10.69,Neutral
Word,13.14,Neutral
Word,9.86,Fun
Word,8.69,Fun
Word,11.91,Neutral
Word,11.93,Fun
Word,16.73,Neutral
Word,9.57,Fun
Word,12.34,Neutral
Word,13.61,Neutral
Word,14.10,Neutral
Word,11.98,Fun
Word,10.51,Fun
Word,11.87,Fun
Word,15.88,Neutral
Word,12.97,Neutral
Word,7.91,Fun
Word,14.85,Neutral
Word,13.08,Neutral
Word,11.93,Neutral
Word,11.96,Neutral
Word,11.70,Neutral
Word,12.51,Neutral
Word,10.99,Fun
Word,12.55,Neutral
Word,10.14,Fun
Word,12.40,Neutral
Word,14.21,Neutral
Word,13.02,Neutral
Word,14.07,Neutral
Word,9.82,Neutral
Word,12.11,Neutral
Word,13.23,Neutral
Word,9.86,Fun
Word,15.13,Neutral
Word,9.93,Fun
Word,12.33,Fun
Word,12.30,Neutral
Word,12.24,Neutral
Word,11.58,Neutral
Word,12.90,Neutral
Word,9.94,Fun
Word,9.42,Fun
Word,10.69,Fun
Word,11.89,Neutral
Word,14.51,Neutral
Word,15.17,Neutral
Word,12.64,Neutral
Word,12.76,Neutral
Word,11.51,Fun
Word,12.10,Fun
Word,9.19,Fun
Word,12.58,Neutral
Word,10.93,Neutral
Word,12.67,Fun
Word,11.31,Neutral
Word,10.68,Fun
Word,11.56,Neutral
Word,11.27,Neutral
Word,14.19,Neutral
Word,12.42,Neutral
Word,12.86,Fun
Word,9.52,Fun
Word,14.99,Frustrating
Word,12.32,Neutral
Word,10.29,Fun
Word,12.62,Neutral
Word,13.74,Neutral
Word,9.23,Fun
Word,15.38,Neutral
Word,11.68,Neutral
Word,14.24,Neutral
Word,12.14,Neutral
Word,11.34,Fun
Word,8.33,Fun
Word,9.80,Neutral
Word,11.92,Neutral
Word,13.66,Neutral
Word,8.24,Fun
Word,14.75,Neutral
Word,14.80,Neutral
Word,9.71,Fun
Word,12.94,Neutral
Word,9.93,Neutral
Word,11.75,Fun
Word,13.86,Neutral
Word,13.74,Fun
Word,10.30,Neutral
Word,11.23,Neutral
Word,10.05,Fun
Word,12.68,Neutral
Word,8.88,Fun
Word,6.74,Fun
Word,14.94,Fun
Word,16.55,Neutral
Word,11.09,Neutral
Word,13.52,Fun
Word,11.98,Neutral
Word,14.95,Fun
Word,13.11,Neutral
Word,12.41,Neutral
Word,8.40,Neutral
Word,14.17,Neutral
Word,11.30,Neutral
Word,9.19,Fun
Word,11.60,Neutral
Word,11.75,Neutral
Word,14.12,Neutral
Word,9.67,Neutral
Word,10.88,Fun
Word,14.98,Neutral
Word,14.72,Neutral
Word,14.33,Frustrating
Word,15.32,Neutral
Word,12.41,Fun
Word,10.84,Fun
Word,13.11,Neutral
Word,14.12,Neutral
Word,16.83,Neutral
Word,8.07,Fun
Word,12.55,Neutral
Word,13.31,Fun
Word,11.89,Neutral
Word,8.88,Fun
Word,13.48,Fun
Word,10.44,Neutral
Word,13.01,Neutral
Word,13.82,Neutral
Word,14.57,Neutral
Word,8.88,Fun
Word,14.16,Neutral
Word,10.49,Fun
Word,9.42,Neutral
Word,14.63,Neutral
Word,14.29,Neutral
Word,11.51,Neutral
Word,13.52,Neutral
Word,10.28,Neutral
Word,11.70,Neutral
Word,11.81,Neutral
Word,11.44,Neutral
Word,13.47,Frustrating
Word,15.07,Neutral
Word,11.09,Neutral
Word,11.93,Neutral
Word,15.27,Neutral
Word,11.34,Fun
Word,6.79,Fun
Word,13.03,Neutral
Word,10.23,Fun
Word,10.00,Fun
Word,14.84,Frustrating
Word,16.90,Neutral
Word,9.92,Fun
Word,14.06,Neutral
Word,11.81,Neutral
Word,12.28,Frustrating
Word,14.44,Frustrating
Word,12.43,Fun
Word,10.30,Frustrating
Word,11.06,Fun
Word,13.37,Neutral
Word,7.33,Fun
Word,14.19,Neutral
Word,8.87,Fun
Word,12.04,Neutral
Word,11.62,Fun
Word,14.59,Neutral
Word,12.38,Fun
Word,12.20,Neutral
Word,13.40,Neutral
Word,10.35,Neutral
Word,11.61,Fun
Word,14.36,Neutral
Word,13.37,Neutral
Word,9.45,Neutral
Word,13.28,Neutral
Word,9.24,Neutral
Word,10.80,Neutral
Word,14.42,Neutral
Word,7.50,Fun
Word,8.44,Fun
Word,14.60,Fun
Word,10.37,Neutral
Word,14.49,Frustrating
Word,11.66,Fun
Word,12.86,Neutral
Word,13.63,Neutral
Word,10.70,Fun
Word,11.39,Neutral
Word,11.17,Neutral
Word,17.63,Neutral
Word,12.25,Fun
Word,12.95,Neutral
Word,11.32,Fun
Word,11.52,Fun
Word,14.76,Neutral
Word,11.32,Neutral
Word,12.04,Neutral
Word,12.75,Neutral
Word,11.14,Fun
Word,15.92,Neutral
Word,9.14,Neutral
Word,16.02,Neutral
Word,11.30,Neutral
Word,14.71,Neutral
Word,8.00,Fun
Word,13.91,Neutral
Word,13.75,Neutral
Word,9.46,Neutral
Word,10.46,Neutral
Word,12.39,Neutral
Word,14.29,Neutral
Word,10.47,Fun
Word,11.55,Fun
Word,15.14,Neutral
Word,9.75,Fun
Word,13.90,Neutral
Word,12.90,Neutral
Word,9.79,Neutral
Word,10.66,Fun
Word,13.57,Frustrating
Word,12.50,Neutral
Word,14.85,Neutral
Word,10.80,Neutral
Word,8.57,Fun
Word,14.10,Neutral
Word,10.78,Fun
Word,12.24,Neutral
Word,15.44,Neutral
Word,11.50,Neutral
Word,15.10,Neutral
Word,9.81,Fun
Word,13.85,Neutral
Word,12.49,Fun
Word,10.53,Neutral
Word,9.44,Fun
Word,12.15,Neutral
Word,12.51,Neutral
Word,12.55,Neutral
Word,13.07,Neutral
Word,11.08,Fun
Word,10.98,Fun
Word,12.47,Fun
Word,10.92,Neutral
Word,14.44,Neutral
Word,12.35,Neutral
Word,10.77,Neutral
Word,8.39,Fun
Word,10.71,Neutral
Word,16.09,Neutral
Word,10.88,Neutral
Word,10.33,Neutral
Word,13.31,Neutral
Word,12.88,Neutral
Word,13.50,Fun
Word,11.44,Neutral
Word,14.25,Neutral
Word,9.65,Neutral
Word,11.90,Fun
Word,10.59,Fun
Word,13.36,Fun
Word,12.26,Neutral
Word,14.22,Fun
Word,16.12,Frustrating
Word,12.28,Fun
Word,10.93,Neutral
Word,10.35,Fun
Word,11.47,Neutral
Word,11.86,Neutral
Word,15.98,Neutral
Word,9.74,Neutral
Word,9.81,Neutral
Word,11.18,Neutral
Word,13.18,Neutral
Word,13.64,Neutral
Word,10.18,Fun
Word,12.25,Fun
Word,11.91,Neutral
Word,14.39,Neutral
Word,14.18,Neutral
Word,11.38,Neutral
Word,12.09,Fun
Word,13.31,Neutral
Word,8.69,Fun
Word,11.38,Neutral
Word,13.15,Neutral
Word,10.95,Neutral
Word,11.88,Fun
Word,11.96,Fun
Word,10.55,Frustrating
Word,10.01,Neutral
Word,11.60,Neutral
Word,11.31,Neutral
Word,13.67,Frustrating
Word,15.06,Neutral
Word,11.98,Neutral
Word,12.80,Neutral
Word,11.86,Fun
Word,13.20,Neutral
Word,12.44,Fun
Word,12.47,Neutral
Word,14.23,Neutral
Word,10.03,Neutral
Word,14.90,Neutral
Word,12.70,Neutral
Word,12.36,Fun
Word,10.88,Neutral
Word,11.67,Fun
Word,12.75,Neutral
Word,7.87,Neutral
Word,10.80,Neutral
Word,13.17,Neutral
Word,11.41,Neutral
Word,10.40,Fun
Word,10.73,Fun
Word,12.47,Fun
Word,8.73,Fun
Word,13.74,Neutral
Word,7.66,Fun
Word,10.99,Neutral
Word,10.43,Fun
Word,9.50,Fun
Word,9.84,Fun
Word,12.50,Neutral
Word,11.76,Neutral
Word,11.40,Fun
Word,7.36,Fun
Word,9.35,Neutral
Word,11.74,Fun
Word,10.24,Neutral
Word,10.41,Neutral
Word,14.10,Neutral
Word,12.35,Neutral
Word,9.91,Fun
Word,11.06,Neutral
Word,11.43,Fun
Word,10.64,Fun
Word,10.07,Neutral
Word,11.90,Neutral
Word,13.48,Neutral
Word,12.45,Fun
Word,11.60,Neutral
Word,12.78,Neutral
Word,13.59,Neutral
Word,11.72,Fun
Word,12.91,Neutral
Word,9.71,Fun
Word,11.50,Neutral
Word,11.16,Fun
Word,12.39,Neutral
Word,12.71,Fun
Word,11.75,Fun
Word,10.47,Neutral
Word,10.14,Fun
Word,12.56,Fun
Word,14.71,Neutral
Word,10.43,Neutral
Word,11.23,Neutral
Word,12.66,Neutral
Word,10.89,Neutral
Word,12.24,Fun
Word,11.90,Neutral
Word,10.45,Fun
Word,13.66,Neutral
Word,13.69,Neutral
Word,14.05,Frustrating
Word,14.54,Frustrating
Word,10.99,Neutral
Word,11.07,Fun
Word,12.52,Fun
Word,13.26,Fun
Word,11.32,Neutral
Word,11.15,Neutral
Word,10.76,Fun
Word,14.96,Neutral
Word,6.98,Neutral
Word,11.66,Neutral
Word,12.08,Fun
Word,9.88,Fun
Word,12.77,Frustrating
Word,8.07,Fun
Word,13.91,Neutral
Word,8.67,Fun
Word,7.59,Fun
Word,10.47,Fun
Word,12.32,Neutral
Word,10.70,Fun
Word,10.88,Fun
Word,12.67,Neutral
Word,9.88,Neutral
Word,11.83,Neutral
Word,13.00,Frustrating
Word,15.27,Neutral
Word,12.96,Neutral
Word,15.43,Frustrating
Word,12.91,Neutral
Word,11.99,Fun
Word,7.49,Fun
Word,9.55,Neutral
Word,11.36,Neutral
Word,13.42,Neutral
Word,11.35,Fun
Word,13.09,Neutral
Word,9.87,Fun
Word,11.45,Neutral
Word,12.43,Fun
Word,11.28,Neutral
Word,12.23,Neutral
Word,10.66,Fun
Word,12.75,Neutral
Word,11.84,Neutral
Word,11.91,Neutral
Word,8.10,Fun
Word,10.65,Fun
Word,9.02,Fun
Word,8.79,Fun
Word,11.01,Fun
Word,11.68,Fun
Word,12.57,Neutral
Word,14.18,Neutral
Word,12.89,Neutral
Word,14.02,Neutral
Word,10.95,Fun
Word,11.38,Fun
Word,14.17,Neutral
Word,12.00,Neutral
Word,8.64,Fun
Word,10.31,Fun
Word,14.02,Neutral
Word,10.78,Fun
Word,12.67,Fun
Word,12.03,Neutral
Word,11.01,Fun
Word,11.30,Neutral
Word,12.78,Neutral
Word,12.42,Neutral
Word,14.47,Neutral
Word,11.60,Neutral
Word,10.15,Neutral
Word,12.33,Neutral
Word,13.41,Neutral
Word,16.56,Frustrating
Word,11.07,Neutral
Word,11.35,Neutral
Word,13.76,Neutral
Word,14.56,Neutral
Word,10.68,Fun
Word,13.33,Neutral
Word,10.87,Neutral
Word,10.08,Fun
Word,13.25,Neutral
Word,12.21,Neutral
Word,12.78,Neutral
Word,10.84,Neutral
Word,15.59,Neutral
Word,13.33,Neutral
Word,11.25,Fun
Word,13.41,Fun
Word,9.57,Fun
Word,11.72,Neutral
Word,14.81,Frustrating
Word,11.62,Fun
Word,13.82,Neutral
Word,11.56,Fun
Word,7.40,Fun
Word,10.24,Neutral
Word,12.45,Neutral
Word,14.89,Neutral
Word,10.81,Neutral
Word,12.55,Fun
Word,10.07,Neutral
Word,9.97,Neutral
Word,10.45,Fun
Word,14.74,Fun
Word,13.88,Fun
Word,13.19,Neutral
Word,14.23,Neutral
Word,11.15,Fun
Word,13.52,Fun
Word,12.42,Neutral
Word,9.90,Neutral
Word,10.34,Fun
Word,12.10,Neutral
Word,12.41,Neutral
Word,11.36,Neutral
Word,10.01,Fun
Word,7.82,Fun
Word,12.85,Neutral
Word,11.41,Fun
Word,13.10,Neutral
Word,8.91,Fun
Word,9.49,Fun
Word,11.78,Neutral
Word,9.17,Fun
Word,8.03,Neutral
Word,13.57,Neutral
Word,13.80,Neutral
Word,9.94,Fun
Word,11.46,Fun
Word,9.73,Fun
Word,12.63,Fun
Word,11.94,Neutral
Word,10.26,Neutral
Word,10.45,Neutral
Word,9.88,Fun
Word,12.87,Frustrating
Word,13.14,Neutral
Word,12.75,Neutral
Word,10.31,Fun
Word,8.43,Fun
Word,13.06,Neutral
Word,11.65,Fun
Word,11.92,Fun
Word,14.06,Neutral
Word,10.21,Neutral
Word,14.29,Neutral
Word,11.17,Neutral
Word,10.57,Fun
Word,11.59,Neutral
Word,12.78,Neutral
Word,11.59,Fun
Word,10.20,Fun
Word,11.44,Fun
Word,6.92,Fun
Word,10.98,Neutral
Word,12.91,Fun
Word,11.66,Fun
Word,13.38,Fun
Word,12.97,Neutral
Word,13.29,Fun
Word,13.31,Fun
Word,8.52,Fun
Word,12.01,Neutral
Word,15.26,Neutral
Word,11.04,Neutral
Word,12.91,Neutral
Word,12.29,Neutral
Word,13.11,Neutral
Word,11.46,Fun
Word,10.70,Fun
Word,12.14,Neutral
Word,12.42,Neutral
Word,11.63,Neutral
Word,12.06,Neutral
Word,12.82,Neutral
Word,10.45,Fun
Word,14.28,Fun
Word,16.40,Neutral
Word,14.95,Neutral
Word,11.09,Fun
Word,8.35,Neutral
Word,12.11,Neutral
Word,13.76,Fun
Word,13.56,Neutral
Word,9.54,Fun
Word,9.77,Fun
Word,12.27,Neutral
Word,13.25,Fun
Word,13.75,Neutral
Word,13.63,Neutral
Word,10.06,Fun
Word,9.37,Neutral
Word,7.97,Fun
Word,13.01,Neutral
Word,13.66,Neutral
Word,12.67,Neutral
Word,9.88,Fun
Word,15.14,Neutral
Word,11.26,Fun
Word,15.56,Neutral
Word,13.10,Neutral
Word,14.38,Neutral
Word,12.66,Neutral
Word,11.87,Neutral
Word,9.97,Fun
Word,10.88,Neutral
Word,11.91,Neutral
Word,12.56,Fun
Word,11.93,Neutral
Word,11.64,Neutral
Word,12.37,Neutral
Word,10.95,Fun
Word,10.93,Fun
Word,9.09,Neutral
Word,13.69,Neutral
Word,12.09,Neutral
Word,11.83,Neutral
Word,10.52,Fun
Word,11.50,Neutral
Word,9.83,Neutral
Word,9.90,Fun
Word,8.16,Fun
Word,13.96,Neutral
Word,12.25,Neutral
Word,9.77,Neutral
Word,14.33,Neutral
Word,13.25,Fun
Word,13.48,Neutral
Word,11.55,Fun
Word,11.15,Fun
Word,11.80,Fun
Word,12.81,Neutral
Word,13.60,Neutral
Word,15.18,Neutral
Word,10.98,Fun
Word,9.97,Neutral
Word,12.20,Neutral
Word,18.04,Neutral
Word,11.14,Neutral
Word,14.29,Neutral
Word,11.51,Neutral
Word,11.04,Fun
Word,10.58,Fun
Word,11.58,Fun
Word,15.28,Neutral
Word,12.60,Neutral
Word,12.97,Neutral
Word,13.68,Neutral
Word,16.14,Neutral
Word,13.55,Frustrating
Word,9.15,Fun
Word,9.93,Fun
Word,8.82,Neutral
Word,6.30,Fun
Word,14.58,Neutral
Word,11.01,Fun
Word,12.79,Neutral
Word,14.36,Fun
Word,10.98,Neutral
Word,11.73,Fun
Word,12.70,Neutral
